gene,pval
NM_000030.3,-0.0224858305027165
NM_000049.4,1.43839067230842
NM_000073.3,1.22370005645916
NM_000075.4,0.7807545149608
NM_000082.4,0.359385238258698
NM_000097.7,-5.10979367399438
NM_000099.4,-1.46669164660134
NM_000100.4,-12.5515853200258
NM_000104.4,-5.62165908412321
NM_000112.4,5.59654828789777
NM_000113.3,-2.91384648314539
NM_000117.3,-2.2234749555614
NM_000127.3,-2.71256528655753
NM_000143.4,-10.2046275137964
NM_000144.5,-0.963508044928548
NM_000146.4,-0.126534233041752
NM_000151.4,-0.875034816287867
NM_000154.2,-2.44675673738052
NM_000156.6,-3.84811558282021
NM_000158.4,1.95751214733657
NM_000165.5,-10.8685259657337
NM_000170.3,-4.25827755817308
NM_000182.5,-3.00718264165674
NM_000194.3,-5.9881134949609
NM_000202.8,0.845051664094214
NM_000209.4,-1.4153209326983
NM_000212.3,-0.233153899026072
NM_000214.3,0.25301557765339
NM_000215.4,0.528316566882809
NM_000229.2,0.197859358666121
NM_000243.3,-0.21140741033358
NM_000270.4,-2.93934922469047
NM_000286.3,-0.463314158912767
NM_000291.4,0.514706671995213
NM_000294.3,-7.95820707040101
NM_000303.3,-1.952355426211
NM_000317.3,-5.27237211768409
NM_000327.4,-0.656550603377883
NM_000346.4,-1.53465961185419
NM_000349.3,0.278221688528124
NM_000353.3,0.216462671309362
NM_000362.5,-0.970567994432427
NM_000363.5,0.0170152083936071
NM_000386.4,-8.53125975442785
NM_000387.6,-0.962172529541307
NM_000391.4,-3.67354505967967
NM_000428.3,0.298164711111227
NM_000434.4,-0.538129167560274
NM_000441.2,1.52672170313501
NM_000451.4,1.88067488005919
NM_000454.5,-11.9745441588075
NM_000474.4,-1.1851552736259
NM_000479.5,-0.438778531417528
NM_000485.3,-3.77491473545493
NM_000511.6,1.97777756624979
NM_000522.5,-10.8722434494106
NM_000525.4,5.82772521183552
NM_000527.5,3.44531634483981
NM_000538.4,-3.74970928811789
NM_000551.4,0.306003888709495
NM_000553.6,6.18334942993136
NM_000554.6,25.3507651223125
NM_000587.4,-1.6901256214711
NM_000599.4,-1.49560246347938
NM_000636.4,0.908518124865155
NM_000651.6,2.82839983933639
NM_000661.5,0.0409137102153796
NM_000671.4,-10.6753524534126
NM_000683.4,0.636706771778057
NM_000690.4,0.113409975659077
NM_000713.3,-0.294530869564513
NM_000728.4,0.105805761588136
NM_000747.3,-3.11046322676542
NM_000761.5,0.136005860629519
NM_000767.5,-0.152787388777999
NM_000769.4,-0.140857063729219
NM_000771.4,0.0797117815884755
NM_000785.4,-4.59538118432549
NM_000820.4,0.212519082242729
NM_000821.7,1.86364359410325
NM_000843.4,5.78379367797709
NM_000852.4,-4.9248544977645
NM_000864.5,0.802088150474462
NM_000876.4,-4.49063699535812
NM_000903.3,-0.756191441481774
NM_000911.4,1.3418778811002
NM_000918.4,0.137046803539471
NM_000921.5,3.95831299913053
NM_000923.6,0.285332097803695
NM_000937.5,-5.12426404693859
NM_000942.5,-1.24840999688109
NM_000943.5,-7.6752578011667
